Algorithm,Mean Error,Median Error,0.75 Quantile Error,Max Error,Std Error
rwknn_k1,1.5882066091490918,0.0,0.0,18.973665961010283,3.615161305355368
rwknn_k16,2.6443578141358275,1.8291537294614209,4.1164388169396915,17.52276077930415,2.885897842074529
rwknn_k31,3.0581796802543706,2.478303939430102,4.48478419210601,16.970377359573558,2.7954329886658096
rwknn_k62,3.6432047900025104,3.0998722054883547,4.882551481285817,16.037525514524127,2.6097273841376123
dwknn_k1,1.5882066091490918,0.0,1.7763568394002505e-15,18.973665961010283,3.615161305355368
dwknn_k16,2.4127935651581103,1.2032627666474245,3.801376070372519,18.40359227402017,2.9947732139453764
dwknn_k31,2.7084299111488126,1.7143909200365517,3.964893000451063,17.16208772647525,2.9193290158497156
dwknn_k62,3.111794582573072,2.3665190162217282,4.509090726943664,16.79409492794948,2.7824427568403824
