Algorithm,Mean Error,Median Error,0.75 Quantile Error,Max Error,Std Error
knn_k1,1.5882066091490918,0.0,0.0,18.973665961010283,3.615161305355368
knn_k16,2.980186055726771,2.401171589037318,4.875,17.787811838447137,2.971654262017055
knn_k31,3.4664693177922863,3.004678973469681,4.976045673387263,16.857608971290333,2.8277155135610976
knn_k62,4.125274432545568,3.6964699612818945,5.663564472928851,16.094220496895947,2.685323323986625
dwknn_k1,1.5882066091490918,0.0,1.7763568394002505e-15,18.973665961010283,3.615161305355368
dwknn_k16,2.028461278456277,0.27599476815972585,2.78408920162931,18.822754522385367,3.2869604714690177
dwknn_k31,2.1300883474397594,0.46415065598447647,2.8896798382894446,18.37383165495871,3.2273645883544235
dwknn_k62,2.2403606194841967,0.7005941890631278,3.28218333249574,18.102055294930825,3.128913522801262
