Time,ID2,RSSI,Location
 15:16:12, 0x0007,178,"1,1"
 15:16:12, 0x0009,177,"1,1"
 15:16:12, 0x000B,177,"1,1"
 15:16:13, 0x0003,184,"1,1"
 15:16:13, 0x000C,177,"1,1"
 15:16:13, 0x0002,193,"1,1"
 15:16:13, 0x0001,194,"1,1"
 15:16:14, 0x0004,183,"1,1"
 15:16:14, 0x0008,178,"1,1"
 15:16:14, 0x0007,179,"1,1"
 15:16:14, 0x0009,177,"1,1"
 15:16:15, 0x0005,178,"1,1"
 15:16:15, 0x000A,177,"1,1"
 15:16:15, 0x0003,182,"1,1"
 15:16:15, 0x000C,177,"1,1"
 15:16:15, 0x0002,191,"1,1"
 15:16:16, 0x0007,177,"1,1"
 15:16:16, 0x0008,177,"1,1"
 15:16:16, 0x0004,184,"1,1"
 15:16:16, 0x0009,177,"1,1"
 15:16:16, 0x000B,177,"1,1"
 15:16:17, 0x000A,177,"1,1"
 15:16:17, 0x0003,184,"1,1"
 15:16:17, 0x000C,177,"1,1"
 15:16:17, 0x0001,193,"1,1"
 15:16:17, 0x0002,191,"1,1"
 15:16:17, 0x0005,177,"1,1"
 15:16:18, 0x0007,177,"1,1"
 15:16:18, 0x0008,177,"1,1"
 15:16:18, 0x0004,184,"1,1"
 15:16:18, 0x000A,177,"1,1"
 15:16:19, 0x0003,184,"1,1"
 15:16:19, 0x0001,193,"1,1"
 15:16:19, 0x000C,177,"1,1"
 15:16:19, 0x0002,191,"1,1"
 15:16:21, 0x0007,177,"1,1"
 15:16:21, 0x0008,177,"1,1"
 15:16:21, 0x0004,184,"1,1"
 15:16:21, 0x0009,177,"1,1"
 15:16:21, 0x0005,177,"1,1"
 15:16:21, 0x0003,182,"1,1"
 15:16:21, 0x0001,191,"1,1"
 15:16:21, 0x0002,185,"1,1"
 15:16:22, 0x0007,177,"1,1"
 15:16:22, 0x0004,182,"1,1"
 15:16:23, 0x0003,182,"1,1"
 15:16:23, 0x0005,177,"1,1"
 15:16:23, 0x0001,192,"1,1"
 15:16:24, 0x0002,184,"1,1"
 15:16:24, 0x0009,177,"1,1"
 15:16:25, 0x0003,182,"1,1"
 15:16:25, 0x0001,191,"1,1"
 15:16:26, 0x0002,185,"1,1"
 15:16:26, 0x0007,177,"1,1"
 15:16:26, 0x0005,177,"1,1"
 15:16:26, 0x0008,177,"1,1"
 15:16:27, 0x0009,177,"1,1"
 15:16:27, 0x0004,185,"1,1"
 15:16:27, 0x0003,184,"1,1"
 15:16:27, 0x0006,177,"1,1"
 15:16:27, 0x0001,195,"1,1"
 15:16:28, 0x0002,193,"1,1"
 15:16:28, 0x0007,177,"1,1"
 15:16:28, 0x000C,177,"1,1"
 15:16:28, 0x0008,181,"1,1"
 15:16:29, 0x0009,177,"1,1"
 15:16:29, 0x0005,177,"1,1"
 15:16:29, 0x0004,183,"1,1"
 15:16:29, 0x0003,185,"1,1"
 15:16:29, 0x0001,194,"1,1"
 15:16:29, 0x0006,177,"1,1"
 15:16:30, 0x0007,177,"1,1"
 15:16:30, 0x0002,193,"1,1"
 15:16:30, 0x000C,177,"1,1"
 15:16:30, 0x000B,177,"1,1"
 15:16:30, 0x0008,178,"1,1"
 15:16:31, 0x0009,177,"1,1"
 15:16:31, 0x0004,183,"1,1"
 15:16:31, 0x0003,184,"1,1"
 15:16:31, 0x0001,195,"1,1"
 15:16:31, 0x0006,177,"1,1"
 15:16:32, 0x0005,177,"1,1"
 15:16:32, 0x0007,177,"1,1"
 15:16:32, 0x0002,193,"1,1"
 15:16:32, 0x000C,177,"1,1"
 15:16:32, 0x000B,177,"1,1"
 15:16:33, 0x0009,177,"1,1"
 15:16:33, 0x000A,177,"1,1"
 15:16:33, 0x0003,184,"1,1"
 15:16:33, 0x0004,184,"1,1"
 15:16:33, 0x0001,194,"1,1"
 15:16:34, 0x0007,177,"1,1"
 15:16:34, 0x0002,192,"1,1"
 15:16:34, 0x0005,181,"1,1"
 15:16:34, 0x000C,177,"1,1"
 15:16:35, 0x0009,177,"1,1"
 15:16:35, 0x000A,177,"1,1"
 15:16:35, 0x0003,184,"1,1"
 15:16:35, 0x0001,193,"1,1"
 15:16:35, 0x0004,184,"1,1"
 15:16:36, 0x0007,177,"1,1"
 15:16:36, 0x0002,191,"1,1"
 15:16:36, 0x000B,177,"1,1"
 15:16:36, 0x000C,177,"1,1"
 15:16:37, 0x0008,177,"1,1"
 15:16:37, 0x0009,177,"1,1"
 15:16:37, 0x0005,178,"1,1"
 15:16:37, 0x0001,193,"1,1"
 15:16:38, 0x0007,177,"1,1"
 15:16:38, 0x0002,191,"1,1"
 15:16:39, 0x000A,177,"1,1"
 15:16:39, 0x0008,177,"1,1"
 15:16:39, 0x0009,177,"1,1"
 15:16:39, 0x0003,182,"1,1"
 15:16:39, 0x0001,191,"1,1"
 15:16:40, 0x0007,177,"1,1"
 15:16:40, 0x0004,180,"1,1"
 15:16:40, 0x0005,177,"1,1"
 15:16:40, 0x0002,184,"1,1"
 15:16:41, 0x0009,177,"1,1"
 15:16:41, 0x0001,191,"1,1"
 15:16:41, 0x0003,182,"1,1"
 15:16:42, 0x0007,177,"1,1"
 15:16:42, 0x0004,181,"1,1"
 15:16:42, 0x0002,185,"1,1"
 15:16:43, 0x0005,177,"1,1"
 15:16:43, 0x0001,190,"1,1"
 15:16:43, 0x0003,181,"1,1"
 15:16:44, 0x0007,177,"1,1"
 15:16:44, 0x0004,181,"1,1"
 15:16:44, 0x0002,184,"1,1"
 15:16:45, 0x0009,177,"1,1"
 15:16:45, 0x0001,195,"1,1"
 15:16:45, 0x0003,184,"1,1"
 15:16:46, 0x0005,177,"1,1"
 15:16:46, 0x0007,178,"1,1"
 15:16:46, 0x000A,177,"1,1"
 15:16:46, 0x0006,177,"1,1"
 15:16:46, 0x0004,185,"1,1"
 15:16:46, 0x000B,177,"1,1"
 15:16:47, 0x0002,192,"1,1"
 15:16:47, 0x0008,180,"1,1"
 15:16:47, 0x0009,177,"1,1"
 15:16:47, 0x000C,177,"1,1"
 15:16:47, 0x0001,194,"1,1"
 15:16:47, 0x0003,185,"1,1"
 15:16:48, 0x0007,178,"1,1"
 15:16:48, 0x000B,177,"1,1"
 15:16:48, 0x0005,177,"1,1"
 15:16:48, 0x0004,185,"1,1"
 15:16:49, 0x0002,192,"1,1"
 15:16:49, 0x0008,179,"1,1"
 15:16:49, 0x0009,177,"1,1"
 15:16:49, 0x000C,177,"1,1"
 15:16:49, 0x0001,194,"1,1"
 15:16:50, 0x0003,184,"1,1"
 15:16:50, 0x0007,179,"1,1"
 15:16:50, 0x0006,177,"1,1"
 15:16:51, 0x0004,184,"1,1"
 15:16:51, 0x0002,193,"1,1"
 15:16:51, 0x0005,177,"1,1"
 15:16:51, 0x0008,180,"1,1"
 15:16:51, 0x0001,195,"1,1"
 15:16:51, 0x000C,177,"1,1"
 15:16:52, 0x0007,177,"1,1"
 15:16:52, 0x0003,184,"1,1"
 15:16:52, 0x000B,177,"1,1"
 15:16:53, 0x0004,184,"1,1"
 15:16:53, 0x0002,191,"1,1"
 15:16:53, 0x000A,177,"1,1"
 15:16:53, 0x0008,177,"1,1"
 15:16:53, 0x0009,177,"1,1"
 15:16:53, 0x0001,193,"1,1"
 15:16:54, 0x0007,177,"1,1"
 15:16:54, 0x0003,184,"1,1"
 15:16:54, 0x000C,177,"1,1"
 15:16:54, 0x0005,180,"1,1"
 15:16:54, 0x000B,177,"1,1"
 15:16:55, 0x0002,191,"1,1"
 15:16:55, 0x0004,185,"1,1"
 15:16:55, 0x000A,177,"1,1"
 15:16:55, 0x0001,194,"1,1"
 15:16:56, 0x0008,177,"1,1"
 15:16:56, 0x0009,177,"1,1"
 15:16:56, 0x0007,177,"1,1"
 15:16:56, 0x0003,184,"1,1"
 15:16:57, 0x0005,179,"1,1"
 15:16:57, 0x000A,177,"1,1"
 15:16:57, 0x0002,191,"1,1"
 15:16:57, 0x0004,185,"1,1"
 15:16:57, 0x0001,193,"1,1"
 15:16:58, 0x0007,177,"1,1"
 15:16:58, 0x0009,177,"1,1"
 15:16:58, 0x0008,177,"1,1"
 15:16:58, 0x0003,185,"1,1"
 15:16:59, 0x0002,185,"1,1"
 15:16:59, 0x0004,181,"1,1"
 15:16:59, 0x0001,191,"1,1"
 15:17:00, 0x0007,177,"1,1"
 15:17:00, 0x0009,177,"1,1"
 15:17:00, 0x0003,181,"1,1"
 15:17:01, 0x0002,185,"1,1"
 15:17:01, 0x0004,180,"1,1"
 15:17:01, 0x0007,177,"1,1"
 15:17:02, 0x0001,191,"1,1"
 15:17:02, 0x0009,177,"1,1"
 15:17:02, 0x0003,182,"1,1"
 15:17:02, 0x0005,177,"1,1"
 15:17:03, 0x0002,185,"1,1"
 15:17:03, 0x0007,177,"1,1"
 15:17:04, 0x0001,191,"1,1"
 15:17:04, 0x0004,181,"1,1"
 15:17:04, 0x0009,177,"1,1"
 15:17:04, 0x0003,181,"1,1"
 15:17:04, 0x000B,177,"1,1"
 15:17:04, 0x000C,177,"1,1"
 15:17:05, 0x0006,177,"1,1"
 15:17:05, 0x0002,193,"1,1"
 15:17:05, 0x0007,178,"1,1"
 15:17:06, 0x0001,194,"1,1"
 15:17:06, 0x0004,182,"1,1"
 15:17:06, 0x0009,177,"1,1"
 15:17:06, 0x0003,184,"1,1"
 15:17:06, 0x0008,179,"1,1"
 15:17:06, 0x000B,177,"1,1"
 15:17:06, 0x000C,177,"1,1"
 15:17:07, 0x0006,177,"1,1"
 15:17:07, 0x0002,190,"1,1"
 15:17:07, 0x0007,177,"1,1"
 15:17:08, 0x0001,194,"1,1"
 15:17:08, 0x0009,177,"1,1"
 15:17:08, 0x0003,185,"1,1"
 15:17:08, 0x0004,184,"1,1"
 15:17:08, 0x0005,177,"1,1"
 15:17:08, 0x0008,179,"1,1"
 15:17:09, 0x000C,177,"1,1"
 15:17:09, 0x0007,178,"1,1"
 15:17:09, 0x0002,193,"1,1"
 15:17:10, 0x0001,194,"1,1"
 15:17:10, 0x0003,184,"1,1"
 15:17:10, 0x0008,179,"1,1"
 15:17:10, 0x000B,177,"1,1"
 15:17:10, 0x0004,185,"1,1"
 15:17:11, 0x0005,177,"1,1"
 15:17:11, 0x000C,177,"1,1"
 15:17:11, 0x0007,177,"1,1"
 15:17:11, 0x000A,177,"1,1"
 15:17:12, 0x0001,193,"1,1"
 15:17:12, 0x0002,191,"1,1"
 15:17:12, 0x0003,184,"1,1"
 15:17:12, 0x000B,177,"1,1"
 15:17:12, 0x0008,177,"1,1"
 15:17:12, 0x0004,184,"1,1"
 15:17:13, 0x000C,177,"1,1"
 15:17:13, 0x0007,177,"1,1"
 15:17:14, 0x0005,180,"1,1"
 15:17:14, 0x0001,194,"1,1"
 15:17:14, 0x0002,191,"1,1"
 15:17:14, 0x0003,185,"1,1"
 15:17:14, 0x000B,177,"1,1"
 15:17:14, 0x0009,177,"1,1"
 15:17:14, 0x0008,177,"1,1"
 15:17:14, 0x0004,184,"1,1"
 15:17:15, 0x000C,177,"1,1"
 15:17:15, 0x000A,177,"1,1"
 15:17:15, 0x0007,177,"1,1"
 15:17:16, 0x0001,194,"1,1"
 15:17:16, 0x0002,192,"1,1"
 15:17:16, 0x0003,184,"1,1"
 15:17:16, 0x0009,177,"1,1"
 15:17:16, 0x0008,177,"1,1"
 15:17:16, 0x0005,180,"1,1"
 15:17:17, 0x0004,182,"1,1"
 15:17:17, 0x0007,177,"1,1"
 15:17:18, 0x0001,191,"1,1"
 15:17:18, 0x0002,184,"1,1"
 15:17:18, 0x0003,181,"1,1"
 15:17:18, 0x0009,177,"1,1"
 15:17:19, 0x0004,182,"1,1"
 15:17:19, 0x0005,177,"1,1"
 15:17:19, 0x0007,177,"1,1"
 15:17:20, 0x0001,192,"1,1"
 15:17:20, 0x0002,184,"1,1"
 15:17:20, 0x0003,182,"1,1"
 15:17:20, 0x0009,177,"1,1"
 15:17:20, 0x0008,177,"1,1"
 15:17:21, 0x0004,182,"1,1"
 15:17:21, 0x0007,177,"1,1"
 15:17:22, 0x0001,191,"1,1"
 15:17:22, 0x0005,177,"1,1"
 15:17:22, 0x0002,184,"1,1"
 15:17:22, 0x0003,182,"1,1"
 15:17:22, 0x0009,177,"1,1"
 15:17:23, 0x0008,177,"1,1"
 15:17:23, 0x0004,183,"1,1"
 15:17:23, 0x0007,177,"1,1"
 15:17:24, 0x0001,194,"1,1"
 15:17:24, 0x000C,177,"1,1"
 15:17:24, 0x000B,177,"1,1"
 15:17:24, 0x0002,193,"1,1"
 15:17:24, 0x0006,177,"1,1"
 15:17:24, 0x0003,184,"1,1"
 15:17:24, 0x0009,177,"1,1"
 15:17:25, 0x0008,179,"1,1"
 15:17:25, 0x0005,177,"1,1"
 15:17:25, 0x0007,177,"1,1"
 15:17:25, 0x0004,184,"1,1"
 15:17:26, 0x0001,195,"1,1"
 15:17:26, 0x000C,177,"1,1"
 15:17:26, 0x000B,177,"1,1"
 15:17:26, 0x0002,193,"1,1"
 15:17:26, 0x0003,184,"1,1"
 15:17:26, 0x0006,177,"1,1"
 15:17:26, 0x0009,177,"1,1"
 15:17:27, 0x0008,179,"1,1"
 15:17:27, 0x0007,179,"1,1"
 15:17:27, 0x0004,183,"1,1"
 15:17:28, 0x0005,177,"1,1"
 15:17:28, 0x0001,195,"1,1"
 15:17:28, 0x000C,177,"1,1"
 15:17:28, 0x000B,177,"1,1"
 15:17:28, 0x0003,185,"1,1"
