Algorithm,Mean Error,Median Error,0.75 Quantile Error,Max Error
knn_k1,1.3960706201715918,0.0,0.0,18.973665961010283
knn_k15,2.787426960096019,2.154065922853801,4.47213595499958,17.08800749063506
knn_k31,3.296385237921957,2.7913945358430885,4.873423862715162,15.350229723018078
knn_k63,3.902021863955149,3.4627921833710182,5.323971374999499,15.061476440321455
dwknn_k1,1.3960706201715918,0.0,0.0,18.973665961010283
dwknn_k15,2.789886866274928,1.8943202691555532,4.341366900688822,18.603210312931328
dwknn_k31,3.312980619727747,2.4989332447069517,5.119838942482012,18.549903096389727
dwknn_k63,3.8436325992428326,3.444591752622548,5.46642266404726,17.188006824329072
