Algorithm,Mean Error,Median Error,0.75 Quantile Error,Max Error
knn_k1,1.4656524051255473,0.0,0.0,18.973665961010283
knn_k15,2.963600501243805,2.4000000000000004,4.740939982143924,17.08800749063506
knn_k31,3.456090242348617,2.9096702667818524,5.047124442737535,15.994405889906375
knn_k63,4.05596230197816,3.6452684207627866,5.416444119839502,14.36959501068054
dwknn_k1,1.4656524051255473,0.0,8.881784197001252e-16,18.973665961010283
dwknn_k15,2.30740768299724,1.1680148811458393,3.5691838552742103,16.963147738693813
dwknn_k31,2.610146905484446,1.6996239813765273,4.027133398468283,16.758025562438373
dwknn_k63,2.996282531916137,2.3015241388967107,4.351335189111198,15.797294725624793
