index,data,pred_location,label,error
0,"[0.90306122 0.94897959 0.98453608 0.88059701 0.         0.905
 0.         0.         0.89393939 0.         0.90306122 0.91457286]","(1.0, 13.0)","1,13",0.0
1,"[0.         0.         0.         0.91542289 0.         0.885
 0.96428571 0.92820513 0.89393939 0.99489796 0.         0.95979899]","(19.0, 1.0)","19,1",0.0
2,"[0.         0.90306122 0.91237113 0.88059701 0.         0.905
 0.95918367 0.97948718 0.94949495 0.         0.96428571 0.91959799]","(13.0, 6.999999999999999)","13,7",8.881784197001252e-16
3,"[0.         0.90306122 0.91237113 0.88059701 0.93333333 0.905
 0.95918367 0.97948718 0.94949495 0.         0.96428571 0.91959799]","(13.0, 7.0)","13,7",0.0
4,"[0.         0.         0.92268041 0.         0.91282051 0.895
 0.91326531 0.92307692 0.96969697 0.93112245 0.95408163 0.98994975]","(19.0, 13.0)","19,13",0.0
5,"[0.90306122 0.         0.91237113 0.88557214 0.90769231 0.885
 0.90306122 0.98461538 0.91919192 0.91836735 0.99489796 0.96984925]","(19.0, 7.0)","19,7",0.0
6,"[0.93367347 0.97959184 0.97938144 0.89054726 0.94871795 0.93
 0.90306122 0.91794872 0.89393939 0.90306122 0.90306122 0.91959799]","(1.0, 7.0)","1,7",0.0
7,"[0.90306122 0.99489796 0.99484536 0.         0.         0.95
 0.         0.92307692 0.         0.90306122 0.94387755 0.93969849]","(1.0, 7.0)","1,7",0.0
8,"[0.92091837 0.91836735 0.98969072 0.89552239 0.         0.
 0.92346939 0.         0.89393939 0.90306122 0.91326531 0.88944724]","(1.0, 13.0)","1,13",0.0
9,"[0.         0.91836735 0.98969072 0.88059701 0.         0.895
 0.         0.         0.         0.90306122 0.90306122 0.88944724]","(1.0, 7.0)","1,13",6.0
10,"[0.90306122 0.90306122 0.93298969 0.         0.98461538 0.885
 0.91836735 0.91794872 0.         0.90306122 0.93367347 0.90452261]","(7.0, 1.0)","7,1",0.0
11,"[0.         0.90306122 0.91237113 0.88059701 0.         0.915
 0.92346939 0.97948718 0.95454545 0.93877551 0.99489796 0.97487437]","(19.0, 7.0)","19,7",0.0
12,"[0.90306122 0.95918367 0.99484536 0.88059701 0.         0.97
 0.90306122 0.90769231 0.94949495 0.         0.90306122 0.88944724]","(7.0, 13.0)","7,13",0.0
13,"[0.         0.90306122 0.91752577 0.89054726 0.92820513 0.92
 0.91326531 0.97948718 0.94949495 0.         0.         0.96984925]","(13.0, 13.0)","19,7",8.48528137423857
14,"[0.90306122 0.95408163 0.97938144 0.89054726 0.90769231 0.915
 0.91326531 0.         0.         0.90306122 0.92346939 0.90954774]","(1.0, 12.999999999999998)","1,13",1.7763568394002505e-15
15,"[0.         0.         0.91237113 0.         0.99487179 0.905
 0.97959184 0.98974359 0.94444444 0.93877551 0.98469388 0.91959799]","(13.000000000000002, 6.999999999999999)","13,7",1.9860273225978185e-15
