Algorithm,Mean Error,Median Error,0.75 Quantile Error,Max Error
knn_k1,1.3960706201715918,0.0,0.0,18.973665961010283
knn_k15,2.7634878800263163,2.23606797749979,4.47213595499958,17.08800749063506
knn_k31,3.3392338269452604,3.0,5.0,14.866068747318506
knn_k63,3.890698194479856,3.6055512754639887,5.385164807134505,14.866068747318506
dwknn_k1,1.3960706201715918,0.0,0.0,18.973665961010283
dwknn_k15,1.8565850016821495,0.0,2.8284271247461903,18.027756377319946
dwknn_k31,1.953373630486879,0.0,3.0,18.027756377319946
dwknn_k63,2.0668180751088894,1.0,3.1622776601683795,17.08800749063506
