timestamp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,label
2020-03-20T17:04:15+08:00,-81,0,-75,0,0,0,-95,0,0,0,0,0,0,0,2
2020-03-20T17:04:23+08:00,-90,0,-72,0,0,0,-89,-85,0,0,-91,0,0,0,2
2020-03-20T17:04:31+08:00,-88,0,-71,0,0,0,0,-90,0,0,-88,0,0,0,2
2020-03-20T17:04:40+08:00,-90,0,-75,0,0,0,0,-90,0,0,0,0,0,0,2
2020-03-20T17:04:48+08:00,-91,0,-71,0,0,0,-89,-85,-93,0,-90,0,0,0,2
2020-03-20T17:04:56+08:00,-87,-78,0,0,0,-89,-96,-89,-91,0,-88,0,0,0,2
2020-03-20T17:05:04+08:00,-80,-75,0,0,0,-86,0,-89,-96,0,0,0,0,0,2
2020-03-20T17:05:12+08:00,-90,-74,0,0,0,-86,-89,0,-94,0,0,0,0,0,2
2020-03-20T17:05:21+08:00,-87,-75,0,0,0,-88,-95,0,-96,-99,-88,0,0,0,2
2020-03-20T17:05:29+08:00,-89,0,0,0,0,-86,0,0,0,0,0,0,0,0,2
2020-03-20T17:05:37+08:00,-89,0,0,0,0,-86,0,0,0,0,-91,-82,0,0,2
2020-03-20T17:05:45+08:00,-88,0,0,0,0,-88,-97,0,0,-99,-87,-91,0,0,2
2020-03-20T17:05:53+08:00,-80,0,0,0,0,-93,-89,0,0,0,0,-91,0,0,2
2020-03-20T17:06:02+08:00,-90,0,0,0,0,-86,0,0,0,-101,0,-82,0,0,2
2020-03-20T17:06:10+08:00,-89,-77,0,0,0,0,-99,0,-91,0,-87,-91,0,0,2
2020-03-20T17:12:33+08:00,-88,-87,-72,-97,-95,-86,0,-96,-97,0,0,-95,0,0,2
2020-03-20T17:13:16+08:00,0,-76,-75,0,0,-84,-99,-89,-93,0,-88,-90,0,0,3
2020-03-20T17:13:24+08:00,0,0,0,0,0,-85,0,-93,-93,0,0,-95,0,0,3
2020-03-20T17:13:32+08:00,0,0,-74,0,0,-96,0,-90,-94,0,0,-88,0,0,3
2020-03-20T17:13:40+08:00,0,0,-74,0,0,-84,-89,0,-93,0,-86,-87,0,0,3
2020-03-20T17:13:48+08:00,0,0,-80,0,0,-91,0,0,-92,0,-89,-89,0,0,3
2020-03-20T17:13:57+08:00,0,-91,-72,0,0,-93,0,0,0,0,0,0,0,0,3
2020-03-20T17:14:05+08:00,0,-88,-74,0,0,-84,-89,0,0,0,-87,0,0,0,3
2020-03-20T17:14:13+08:00,0,-92,-81,0,0,-93,-95,0,0,0,-89,0,0,0,3
2020-03-20T17:14:21+08:00,0,-92,-72,0,0,0,0,0,0,-99,0,0,0,0,3
2020-03-20T17:14:29+08:00,0,0,-72,0,0,0,-90,0,0,0,-87,0,0,0,3
2020-03-20T17:14:38+08:00,0,0,-79,0,0,0,-99,0,-93,0,-89,0,0,0,3
2020-03-20T17:14:46+08:00,0,0,-72,0,0,0,0,0,-94,0,0,0,0,0,3
2020-03-20T17:14:54+08:00,0,0,-72,0,0,0,0,-89,-92,0,-87,0,0,0,3
2020-03-20T17:15:02+08:00,0,0,-72,-98,0,0,-95,-94,-93,0,-89,0,0,0,3
2020-03-20T17:15:10+08:00,0,0,0,-90,0,0,-88,-89,-92,0,0,0,0,0,3
2020-03-20T17:15:18+08:00,0,-87,0,-90,0,0,0,-89,0,0,-87,0,0,0,3
2020-03-20T17:15:27+08:00,0,-93,0,-100,0,0,0,-95,0,0,-89,0,0,0,3
2020-03-20T17:15:35+08:00,0,-89,0,-99,0,0,-96,-98,0,0,0,0,0,0,3
2020-03-20T17:15:43+08:00,0,-89,0,-90,0,0,0,-95,0,0,-87,0,0,0,3
2020-03-20T17:15:51+08:00,0,0,0,-97,0,-93,0,0,0,0,-88,-89,0,0,3
2020-03-20T17:15:59+08:00,0,0,0,-99,0,-92,-95,0,-93,0,0,-88,0,0,3
2020-03-20T17:16:08+08:00,0,0,0,-93,0,-83,-89,0,-92,-102,-87,-89,0,0,3
2020-03-20T17:16:16+08:00,0,0,0,-98,0,-91,0,0,-93,0,0,-89,0,0,3
2020-03-20T17:16:24+08:00,0,0,0,-93,0,-92,0,0,-93,0,0,-90,0,0,3
2020-03-20T17:16:32+08:00,0,0,0,-94,0,-83,-89,0,-92,0,-86,-89,0,0,3
2020-03-20T17:16:40+08:00,0,-94,0,0,0,-91,-95,0,0,0,-89,-90,0,0,3
2020-03-20T17:16:49+08:00,0,-93,0,0,0,-91,0,0,0,0,0,-88,0,0,3
2020-03-20T17:16:57+08:00,0,-90,0,0,0,-85,-88,-88,0,0,-86,-90,0,0,3
2020-03-20T17:17:05+08:00,0,-96,0,0,0,0,0,0,0,0,-89,-90,0,0,3
2020-03-20T17:17:13+08:00,0,0,-72,0,0,0,0,-89,0,0,0,-89,0,0,3
2020-03-20T17:17:21+08:00,0,0,-72,0,0,0,0,-88,-92,0,-86,0,0,0,3
2020-03-20T17:17:29+08:00,0,0,-79,0,0,0,0,-95,-93,0,-91,0,0,0,3
2020-03-20T17:17:38+08:00,0,0,-72,0,0,0,-89,-88,-93,0,0,0,0,0,3
2020-03-20T17:17:46+08:00,0,0,-72,0,0,0,0,-88,-92,0,-87,0,0,0,3
2020-03-20T17:17:52+08:00,0,-93,0,-92,-93,-84,-89,-88,0,0,-89,-90,0,0,3
2020-03-20T17:17:59+08:00,-90,0,0,0,-86,-92,-94,-95,0,0,0,0,0,0,3
2020-03-20T17:18:07+08:00,-93,0,0,0,0,-93,0,-98,0,0,-89,0,0,0,3
2020-03-20T17:18:15+08:00,-85,0,-72,0,-93,-84,-89,-89,0,0,-91,-90,0,0,3
2020-03-20T17:18:23+08:00,-90,-94,-79,0,-86,-89,-99,-95,-92,0,0,-90,0,0,3
2020-03-20T17:18:31+08:00,-92,-91,-72,0,-96,-93,0,0,-92,0,-88,-89,0,0,3
2020-03-20T17:18:40+08:00,-89,-88,-72,0,-92,-82,0,0,-92,0,-91,-88,0,0,3
2020-03-20T17:18:48+08:00,-90,-92,-80,0,-86,-89,-96,0,-92,0,0,-89,0,0,3
2020-03-20T17:18:56+08:00,-93,0,-72,0,0,-83,-89,0,-92,0,-89,-89,0,0,3
2020-03-20T17:19:04+08:00,-84,0,-73,0,-91,0,0,0,0,0,-91,-89,0,0,3
2020-03-20T17:19:12+08:00,-89,0,-79,0,-84,0,-99,0,0,0,0,-89,0,0,3
2020-03-20T17:19:21+08:00,-84,0,-72,0,-99,0,-95,0,0,0,-89,-89,0,0,3
2020-03-20T17:19:29+08:00,-84,0,-72,0,-91,0,0,0,0,0,-91,-88,0,0,3
2020-03-20T17:19:37+08:00,-90,-91,-79,0,-87,0,0,-94,0,0,0,-89,0,0,3
2020-03-20T17:19:45+08:00,-84,-90,-72,0,0,0,-94,-88,-93,0,-90,0,0,0,3
2020-03-20T17:19:53+08:00,0,-89,0,0,-91,0,-88,-89,-92,0,-91,0,0,0,3
2020-03-20T17:20:02+08:00,0,-90,0,0,-85,0,0,-95,-93,0,0,0,0,0,3
2020-03-20T17:20:10+08:00,0,-89,0,0,-96,0,0,-99,-93,-100,-89,0,0,0,3
2020-03-20T17:20:18+08:00,0,0,0,-92,-91,0,-90,-89,-94,0,-87,0,0,0,3
2020-03-20T17:20:26+08:00,0,0,0,-98,0,0,-95,-95,0,0,0,0,0,0,3
2020-03-20T17:20:34+08:00,0,0,0,-96,0,-91,0,0,0,0,-88,0,0,0,3
2020-03-20T17:20:43+08:00,0,0,0,-92,-89,-84,-89,0,0,0,-87,0,0,0,3
2020-03-20T17:20:51+08:00,0,0,0,-96,-87,-89,-95,0,0,0,0,0,0,0,3
2020-03-20T17:20:59+08:00,0,-90,0,-98,0,-92,0,0,0,0,-89,0,0,0,3
2020-03-20T17:21:07+08:00,0,-89,0,-92,0,-84,0,0,-93,0,-87,0,0,0,3
2020-03-20T17:21:15+08:00,0,-92,0,-95,-87,-90,-95,0,-93,0,0,0,0,0,3
2020-03-20T17:21:23+08:00,0,-88,0,-95,0,-91,-89,0,-92,0,-89,0,0,0,3
