index,data,vote_result,vote_prob,label,prediction
33,[88  0 71  0  0  0  0 90  0  0 88  0],3,"(3, 0.4117647058823529)",2,WRONG
34,[  0   0   0   0  77   0  78   0 100   0  83  91],4,"(4, 0.29411764705882354)",5,WRONG
35,[ 0 91 72  0  0 93  0  0  0  0  0  0],1,"(1, 0.47058823529411764)",3,WRONG
36,[90  0 72  0  0 86 89  0 95  0 91  0],2,"(2, 0.47058823529411764)",2,CORRECT
37,[ 0 82  0  0  0  0 96  0  0 97  0 98],4,"(4, 0.4117647058823529)",1,WRONG
38,[90  0  0 91 96 95  0 90  0  0  0 91],2,"(2, 0.47058823529411764)",2,CORRECT
39,[ 0  0 72 98  0  0 95 94 93  0 89  0],3,"(3, 0.5882352941176471)",3,CORRECT
40,[ 0 94 83  0 69 93  0 94 87  0  0  0],5,"(5, 0.23529411764705882)",4,WRONG
41,[ 0 78 71  0 86  0 96  0  0 99 87  0],4,"(4, 0.4117647058823529)",2,WRONG
42,[ 0  0  0 85 72  0 86 84 88 88 89  0],5,"(5, 0.5294117647058824)",4,WRONG
43,[93 89  0  0 76  0  0 84  0  0 87 92],1,"(1, 0.29411764705882354)",4,WRONG
44,[87 75 87  0 74  0  0  0 87  0 80  0],1,"(1, 0.23529411764705882)",5,WRONG
45,[ 0  0  0 77  0  0  0 93 86 91  0  0],4,"(4, 0.4117647058823529)",5,WRONG
46,[ 0 95  0  0 69  0 82  0  0 93  0  0],1,"(1, 0.4117647058823529)",4,WRONG
47,[88  0 71  0  0 91  0  0 95  0 94  0],3,"(3, 0.47058823529411764)",2,WRONG
48,[85 91 72 94 92  0 97 94 98  0 91  0],4,"(4, 0.35294117647058826)",3,WRONG
49,[89 81  0  0  0  0  0  0  0  0  0  0],2,"(2, 0.4117647058823529)",2,CORRECT
50,[ 0  0  0 77 77  0 77  0 86 95 80  0],5,"(5, 0.4117647058823529)",5,CORRECT
51,[80  0  0 91 94  0 88  0 96  0 92  0],1,"(1, 0.29411764705882354)",2,WRONG
52,[ 0  0 83  0 85 85 88  0  0 92 90  0],4,"(4, 0.4117647058823529)",4,CORRECT
53,[ 0  0 83 69 85 85 86 89  0 88 90  0],4,"(4, 0.6470588235294118)",4,CORRECT
54,[ 0 75 87  0  0  0  0 94  0 93  0 81],4,"(4, 0.35294117647058826)",5,WRONG
55,[97  0  0  0 77 83  0 85  0 92  0  0],5,"(5, 0.29411764705882354)",5,CORRECT
56,[ 0 95  0  0 85 91 82  0  0 92  0  0],4,"(4, 0.47058823529411764)",4,CORRECT
57,[ 0  0 72 92 92  0  0 88  0  0 87 88],5,"(5, 0.29411764705882354)",3,WRONG
58,[87 77 87  0 79  0 81  0 86  0 92  0],5,"(5, 0.29411764705882354)",5,CORRECT
59,[91  0  0 90 82  0  0  0 94  0  0  0],1,"(1, 0.4117647058823529)",2,WRONG
60,[ 0  0  0  0 90  0  0  0 94  0  0 88],4,"(4, 0.4117647058823529)",3,WRONG
61,[80 75 75 88  0  0  0 89  0  0  0  0],1,"(1, 0.35294117647058826)",2,WRONG
62,[87  0 87 81 74 83 81 93  0 92 80 81],1,"(1, 0.29411764705882354)",5,WRONG
63,[ 0 77  0 81 74 80 80 84  0  0  0  0],1,"(1, 0.29411764705882354)",5,WRONG
64,[ 0 82  0  0  0  0 93 93  0 98  0  0],4,"(4, 0.4117647058823529)",1,WRONG
65,[ 68   0  86  80  87   0   0   0   0 101   0  95],5,"(5, 0.35294117647058826)",1,WRONG
66,[ 0  0  0 96 87 89 95  0  0  0  0  0],5,"(5, 0.23529411764705882)",3,WRONG
67,[60 82  0  0 88  0  0 97  0  0  0  0],1,"(1, 0.47058823529411764)",1,CORRECT
68,[60  0 78 88 97 93  0  0  0  0  0 96],1,"(1, 0.5294117647058824)",1,CORRECT
69,[ 0 83 78 88 93 87  0 92  0  0 96 96],1,"(1, 0.29411764705882354)",1,CORRECT
70,[87 78  0  0  0 89 96 89 91  0 88  0],2,"(2, 0.47058823529411764)",2,CORRECT
71,[ 0  0  0 97  0 93  0  0  0  0 88 89],3,"(3, 0.29411764705882354)",3,CORRECT
72,[90  0 72  0 81 86 88 85  0  0 91  0],2,"(2, 0.35294117647058826)",2,CORRECT
73,[ 0  0  0 96 86 91  0  0 93  0  0 89],3,"(3, 0.29411764705882354)",3,CORRECT
74,[ 0 93  0  0  0 91  0  0  0  0  0 88],2,"(2, 0.35294117647058826)",3,WRONG
75,[89 74 72 94 81  0 88 86  0  0 92  0],1,"(1, 0.4117647058823529)",2,WRONG
76,[65 90 82  0 92 93  0 93  0  0 98  0],1,"(1, 0.4117647058823529)",1,CORRECT
77,[  0  93   0 100   0   0   0  95   0   0  89   0],3,"(3, 0.35294117647058826)",3,CORRECT
78,[86 81 97 83 74 77 80 79 85 89 80 90],5,"(5, 0.29411764705882354)",5,CORRECT
79,[ 0 90 72 92  0  0 93 98  0  0 89 89],3,"(3, 0.35294117647058826)",3,CORRECT
80,[ 88  75  70  89  85   0 101  90   0   0  87   0],1,"(1, 0.47058823529411764)",2,WRONG
81,[ 87  78   0  92  86  89   0   0   0 101  88  91],4,"(4, 0.35294117647058826)",2,WRONG
82,[ 65   0  81   0  95  93   0  93   0   0 100  96],1,"(1, 0.29411764705882354)",1,CORRECT
83,[ 0 75  0 78 74 80 81  0  0 95  0  0],5,"(5, 0.29411764705882354)",5,CORRECT
84,[ 0 94 95  0 69 88  0  0  0 88 94  0],4,"(4, 0.35294117647058826)",4,CORRECT
85,[ 0  0  0  0 72 88  0  0  0 88 88  0],5,"(5, 0.4117647058823529)",4,WRONG
86,[ 0  0 88 80  0 92  0  0  0  0  0 94],1,"(1, 0.4117647058823529)",1,CORRECT
87,[ 0  0  0 81 79  0  0 85 86  0 92  0],3,"(3, 0.4117647058823529)",5,WRONG
88,[80  0  0  0  0  0 98 89  0  0  0 90],2,"(2, 0.5294117647058824)",2,CORRECT
89,[ 0  0 78 88  0  0  0  0 98  0  0  0],3,"(3, 0.47058823529411764)",1,WRONG
90,[97  0 80  0 77  0 78 85  0 92  0 90],5,"(5, 0.29411764705882354)",5,CORRECT
91,[ 0 91  0 87  0  0  0 92  0  0  0  0],1,"(1, 0.29411764705882354)",1,CORRECT
92,[ 0  0  0  0 69 88 86  0 88 99 94 93],4,"(4, 0.47058823529411764)",4,CORRECT
93,[ 0 88  0  0 72  0 86  0 89  0  0  0],1,"(1, 0.29411764705882354)",4,WRONG
94,[85  0 72  0 93 84 89 89  0  0 91 90],1,"(1, 0.29411764705882354)",3,WRONG
95,[ 0 96  0  0  0  0  0  0  0  0 89 90],3,"(3, 0.23529411764705882)",3,CORRECT
96,[ 88   0   0   0   0   0  97 102  95 100  88  91],2,"(2, 0.4117647058823529)",2,CORRECT
97,[ 0  0 83 69 85 85 88  0 87  0 90 94],4,"(4, 0.35294117647058826)",4,CORRECT
98,[ 0  0 72  0  0  0  0 89 92  0 87  0],3,"(3, 0.47058823529411764)",3,CORRECT
99,[ 0 78  0 92 84 90 99 91  0  0 95 91],4,"(4, 0.35294117647058826)",2,WRONG
100,[94  0 73  0  0  0 90  0  0  0 90  0],2,"(2, 0.47058823529411764)",2,CORRECT
101,[ 0 90  0  0  0 85 88 88  0  0 86 90],4,"(4, 0.29411764705882354)",3,WRONG
102,[65  0  0  0 93  0 91  0  0  0  0  0],1,"(1, 0.5882352941176471)",1,CORRECT
103,[ 0  0  0 81 79  0 80 84 86  0  0 81],3,"(3, 0.35294117647058826)",5,WRONG
104,[60 82 78  0 88 88  0  0 99  0  0 95],2,"(2, 0.4117647058823529)",1,WRONG
105,[68 82  0 80 91  0  0  0  0 97  0  0],1,"(1, 0.47058823529411764)",1,CORRECT
106,[  0   0  72  93   0   0   0   0  94 102  92  82],4,"(4, 0.35294117647058826)",2,WRONG
107,[ 0  0  0  0  0  0  0 89 91  0  0 87],3,"(3, 0.5294117647058824)",4,WRONG
108,[ 0  0  0  0 79  0  0  0  0 95  0 87],5,"(5, 0.35294117647058826)",5,CORRECT
109,[68 83  0 79 88  0  0  0  0  0 94  0],1,"(1, 0.35294117647058826)",1,CORRECT
110,[ 0 74  0 93  0 88 90 85  0  0 91 82],3,"(3, 0.47058823529411764)",2,WRONG
111,[84  0 73  0 91  0  0  0  0  0 91 89],1,"(1, 0.35294117647058826)",3,WRONG
112,[68  0  0  0 91  0 90  0  0  0 94  0],1,"(1, 0.29411764705882354)",1,CORRECT
