index,data,label,vote_result,prediction
0,[ 0 88  0  0 72  0 89 89  0 89 90 93],[4],4,CORRECT
1,[ 0  0 75 90  0  0 97  0 93  0  0 93],[2],3,WRONG
2,[ 0 77 87 81 75  0  0  0  0 95  0  0],[5],5,CORRECT
3,[ 0 82 88 80  0 88  0  0  0  0 97  0],[1],5,WRONG
4,[90  0  0 91 82  0  0  0 90  0  0  0],[2],1,WRONG
5,[ 0  0 79  0  0  0 99  0 93  0 89  0],[3],3,CORRECT
6,[ 0 89 72  0 89  0 89 88  0  0 87 88],[3],5,WRONG
7,[ 0  0 81  0 91  0 97  0  0  0  0 99],[1],1,CORRECT
8,[87  0 87 81 79 82  0 84  0 94 92 88],[5],1,WRONG
9,[ 0  0  0  0 74 80 78  0 86 95  0 81],[5],5,CORRECT
10,[  0  82  82  88   0  88   0   0   0 101  97  95],[1],4,WRONG
11,[ 0 95  0 74 72  0 86  0  0 88  0  0],[4],1,WRONG
12,[84 90 72  0  0  0 94 88 93  0 90  0],[3],2,WRONG
13,[ 0  0  0 86 69 93  0  0 91 98  0 87],[4],3,WRONG
14,[87 76 87 81 79 82 81  0 86 96 91 88],[5],5,CORRECT
15,[ 0 94 83  0 69 93  0  0  0 93  0  0],[4],4,CORRECT
16,[ 0  0  0  0  0 82 80 84  0  0 92  0],[5],3,WRONG
17,[85 91 72 94 92 88 90 86 96  0 84 86],[3],4,WRONG
18,[ 0  0  0 81 74  0 80  0 86 96  0  0],[5],4,WRONG
19,[ 0  0  0  0  0  0 91 93  0 96 97  0],[1],4,WRONG
20,[ 0 94  0  0  0 91 95  0  0  0 89 90],[3],4,WRONG
21,[80 76  0  0  0 95 96  0  0  0  0 91],[2],2,CORRECT
22,[90 73  0  0  0 86  0  0  0  0 91  0],[2],2,CORRECT
23,[ 0  0  0  0 72 85  0  0 88 93 89 94],[4],5,WRONG
24,[60  0 78  0 88 93  0  0  0  0  0 96],[1],1,CORRECT
25,[ 0 82  0 81  0  0  0 91  0  0 98  0],[1],3,WRONG
26,[89  0 79  0 84  0 99  0  0  0  0 89],[3],1,WRONG
27,[ 0  0  0  0 85 92 88  0 91 94  0 86],[4],5,WRONG
28,[90  0  0  0  0  0  0 86 94  0 92 82],[2],2,CORRECT
29,[ 0 95  0 86 69 92  0  0  0 93  0 87],[4],4,CORRECT
30,[ 0  0 96  0 72  0 86 84 88  0  0  0],[4],3,WRONG
31,[ 0  0  0  0 74 80 81  0  0 95  0  0],[5],4,WRONG
32,[ 0 81  0  0 77  0 80 85  0  0  0 90],[5],1,WRONG
33,[88  0 71  0  0  0  0 90  0  0 88  0],[2],5,WRONG
34,[  0   0   0   0  77   0  78   0 100   0  83  91],[5],4,WRONG
35,[ 0 91 72  0  0 93  0  0  0  0  0  0],[3],1,WRONG
36,[90  0 72  0  0 86 89  0 95  0 91  0],[2],2,CORRECT
37,[ 0 82  0  0  0  0 96  0  0 97  0 98],[1],1,CORRECT
38,[90  0  0 91 96 95  0 90  0  0  0 91],[2],1,WRONG
39,[ 0  0 72 98  0  0 95 94 93  0 89  0],[3],3,CORRECT
40,[ 0 94 83  0 69 93  0 94 87  0  0  0],[4],4,CORRECT
41,[ 0 78 71  0 86  0 96  0  0 99 87  0],[2],4,WRONG
42,[ 0  0  0 85 72  0 86 84 88 88 89  0],[4],5,WRONG
43,[93 89  0  0 76  0  0 84  0  0 87 92],[4],1,WRONG
44,[87 75 87  0 74  0  0  0 87  0 80  0],[5],1,WRONG
45,[ 0  0  0 77  0  0  0 93 86 91  0  0],[5],5,CORRECT
46,[ 0 95  0  0 69  0 82  0  0 93  0  0],[4],4,CORRECT
47,[88  0 71  0  0 91  0  0 95  0 94  0],[2],2,CORRECT
48,[85 91 72 94 92  0 97 94 98  0 91  0],[3],2,WRONG
49,[89 81  0  0  0  0  0  0  0  0  0  0],[2],1,WRONG
50,[ 0  0  0 77 77  0 77  0 86 95 80  0],[5],5,CORRECT
51,[80  0  0 91 94  0 88  0 96  0 92  0],[2],2,CORRECT
52,[ 0  0 83  0 85 85 88  0  0 92 90  0],[4],4,CORRECT
53,[ 0  0 83 69 85 85 86 89  0 88 90  0],[4],4,CORRECT
54,[ 0 75 87  0  0  0  0 94  0 93  0 81],[5],5,CORRECT
55,[97  0  0  0 77 83  0 85  0 92  0  0],[5],1,WRONG
56,[ 0 95  0  0 85 91 82  0  0 92  0  0],[4],5,WRONG
57,[ 0  0 72 92 92  0  0 88  0  0 87 88],[3],3,CORRECT
58,[87 77 87  0 79  0 81  0 86  0 92  0],[5],1,WRONG
59,[91  0  0 90 82  0  0  0 94  0  0  0],[2],1,WRONG
60,[ 0  0  0  0 90  0  0  0 94  0  0 88],[3],1,WRONG
61,[80 75 75 88  0  0  0 89  0  0  0  0],[2],2,CORRECT
62,[87  0 87 81 74 83 81 93  0 92 80 81],[5],1,WRONG
63,[ 0 77  0 81 74 80 80 84  0  0  0  0],[5],4,WRONG
64,[ 0 82  0  0  0  0 93 93  0 98  0  0],[1],4,WRONG
65,[ 68   0  86  80  87   0   0   0   0 101   0  95],[1],4,WRONG
66,[ 0  0  0 96 87 89 95  0  0  0  0  0],[3],5,WRONG
67,[60 82  0  0 88  0  0 97  0  0  0  0],[1],1,CORRECT
68,[60  0 78 88 97 93  0  0  0  0  0 96],[1],1,CORRECT
