Algorithm,Mean Error,Median Error,0.75 Quantile Error,Max Error
knn_k1,5.159882503015978,4.242640687119285,7.0,21.840329667841555
knn_k15,4.8663753850656155,4.123105625617661,6.426492345997204,18.270194306574847
knn_k31,4.954743600517499,4.09829791323666,7.178922624618599,18.13399656517003
knn_k63,4.966032958396147,4.267952612334606,6.663263186590568,17.628375908977226
dwknn_k1,5.159882503015978,4.242640687119285,7.0,21.840329667841555
dwknn_k15,4.920276631804563,4.02843192570097,6.6516533746174655,19.72797661177777
dwknn_k31,4.996103984880039,4.181642863941401,7.010228376948682,18.519304057568842
dwknn_k63,4.972290624331907,4.291215999941846,6.94635355772342,17.181751747828446
