Algorithm,Mean Error,Median Error,0.75 Quantile Error,Max Error,Std Dev Error
knn_k1,1.4064057604372842,0.0,0.0,18.973665961010283,3.2673259770221774
knn_k18,2.737877572524226,2.0103867126989057,4.529225302529484,16.614919667442138,2.785821880148592
knn_k36,3.26038271954309,2.6602204407075076,4.84648581031275,15.03047316144073,2.61185053248926
knn_k73,3.9096211435382857,3.520640647606805,5.419764756858464,15.355009549283427,2.447924108079753
dwknn_k1,1.4064057604372844,0.0,8.881784197001252e-16,18.973665961010283,3.2673259770221774
dwknn_k18,1.858344168017358,0.28480985807661874,2.670772468564391,17.645552723240094,2.937463889149196
dwknn_k36,1.9753122361026154,0.505804907643449,2.9688364632849114,17.334622802767658,2.853525243643358
dwknn_k73,2.1112778198627047,0.748375094529881,3.1506404835202217,17.198356489886493,2.778652131790679
