Date, Time, Type, ID0, ID1, ID2, Sensor Data, Temperature, Humidity, Raw Data,Location
19/3/20, 14:16:59, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0007, 0x7477,34.8,50, 0201041AFF4C0002150005000100001000800000805F9B013100077477B9,"13,7"
19/3/20, 14:16:59, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0009, 0x7276,34.1,49, 0201041AFF4C0002150005000100001000800000805F9B013100097276BC,"13,7"
19/3/20, 14:16:59, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000B, 0x7575,33.5,51, 0201041AFF4C0002150005000100001000800000805F9B0131000B7575B5,"13,7"
19/3/20, 14:16:59, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0006, 0x8375,33.5,57, 0201041AFF4C0002150005000100001000800000805F9B013100068375B8,"13,7"
19/3/20, 14:16:59, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0005, 0x8375,33.5,57, 0201041AFF4C0002150005000100001000800000805F9B013100058375BE,"13,7"
19/3/20, 14:17:00, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000A, 0x7277,34.8,49, 0201041AFF4C0002150005000100001000800000805F9B0131000A7277B6,"13,7"
19/3/20, 14:17:00, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0008, 0x7775,33.5,52, 0201041AFF4C0002150005000100001000800000805F9B013100087775C2,"13,7"
19/3/20, 14:17:00, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000C, 0x6F77,34.8,48, 0201041AFF4C0002150005000100001000800000805F9B0131000C6F77B1,"13,7"
19/3/20, 14:17:00, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0004, 0x8574,32.8,58, 0201041AFF4C0002150005000100001000800000805F9B013100048574B8,"13,7"
19/3/20, 14:17:00, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0002, 0x8471,30.7,58, 0201041AFF4C0002150005000100001000800000805F9B013100028471B8,"13,7"
19/3/20, 14:17:00, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0007, 0x7477,34.8,50, 0201041AFF4C0002150005000100001000800000805F9B013100077477C0,"13,7"
19/3/20, 14:17:01, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0009, 0x7277,34.8,49, 0201041AFF4C0002150005000100001000800000805F9B013100097277BB,"13,7"
19/3/20, 14:17:01, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x8E70,30,63, 0201041AFF4C0002150005000100001000800000805F9B013100038E70B3,"13,7"
19/3/20, 14:17:01, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0006, 0x8375,33.5,57, 0201041AFF4C0002150005000100001000800000805F9B013100068375BC,"13,7"
19/3/20, 14:17:02, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8770,30,59, 0201041AFF4C0002150005000100001000800000805F9B013100018770B1,"13,7"
19/3/20, 14:17:02, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0008, 0x7775,33.5,52, 0201041AFF4C0002150005000100001000800000805F9B013100087775BF,"13,7"
