Date,Time,Type,ID0,ID1,ID2,Sensor Data,Temperature,Humidity,Raw Data,RSSI,dBm,Label
13/3/20, 17:19:50, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0002, 0x7B74,32.8,54, 0201041AFF4C0002150005000100001000800000805F9B013100027B74B1,177,-28.102,A
13/3/20, 17:19:50, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0006, 0x8D6F,29.3,62, 0201041AFF4C0002150005000100001000800000805F9B013100068D6FB1,177,-28.102,A
13/3/20, 17:19:50, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x8570,30,58, 0201041AFF4C0002150005000100001000800000805F9B013100038570B4,180,-26.68,A
13/3/20, 17:19:51, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8371,30.7,57, 0201041AFF4C0002150005000100001000800000805F9B013100018371B7,183,-25.258,A
13/3/20, 17:19:51, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0007, 0x8074,32.8,56, 0201041AFF4C0002150005000100001000800000805F9B013100078074B5,181,-26.206,A
13/3/20, 17:19:51, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000A, 0x936D,28,65, 0201041AFF4C0002150005000100001000800000805F9B0131000A936DBE,190,-21.94,A
13/3/20, 17:19:52, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000B, 0xA16D,28,72, 0201041AFF4C0002150005000100001000800000805F9B0131000BA16DB5,181,-26.206,A
13/3/20, 17:19:52, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0008, 0x8A72,31.4,61, 0201041AFF4C0002150005000100001000800000805F9B013100088A72B1,177,-28.102,A
13/3/20, 17:19:52, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0004, 0x8B6F,29.3,61, 0201041AFF4C0002150005000100001000800000805F9B013100048B6FB3,179,-27.154,A
13/3/20, 17:19:52, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0002, 0x7B74,32.8,54, 0201041AFF4C0002150005000100001000800000805F9B013100027B74B3,179,-27.154,A
13/3/20, 17:19:52, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x8570,30,58, 0201041AFF4C0002150005000100001000800000805F9B013100038570B3,179,-27.154,A
13/3/20, 17:19:53, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0005, 0x8A72,31.4,61, 0201041AFF4C0002150005000100001000800000805F9B013100058A72B9,185,-24.31,A
13/3/20, 17:19:53, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8371,30.7,57, 0201041AFF4C0002150005000100001000800000805F9B013100018371B5,181,-26.206,A
13/3/20, 17:19:53, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0007, 0x8074,32.8,56, 0201041AFF4C0002150005000100001000800000805F9B013100078074B6,182,-25.732,A
13/3/20, 17:19:53, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000A, 0x936E,28.7,65, 0201041AFF4C0002150005000100001000800000805F9B0131000A936EBD,189,-22.414,A
13/3/20, 17:19:54, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0006, 0x8D6F,29.3,62, 0201041AFF4C0002150005000100001000800000805F9B013100068D6FB4,180,-26.68,A
13/3/20, 17:19:54, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000B, 0xA16D,28,72, 0201041AFF4C0002150005000100001000800000805F9B0131000BA16DB2,178,-27.628,A
13/3/20, 17:19:54, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0008, 0x8A72,31.4,61, 0201041AFF4C0002150005000100001000800000805F9B013100088A72B1,177,-28.102,A
13/3/20, 17:19:54, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0002, 0x7B74,32.8,54, 0201041AFF4C0002150005000100001000800000805F9B013100027B74BE,190,-21.94,A
13/3/20, 17:19:55, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x8570,30,58, 0201041AFF4C0002150005000100001000800000805F9B013100038570B2,178,-27.628,A
13/3/20, 17:19:55, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000A, 0x936E,28.7,65, 0201041AFF4C0002150005000100001000800000805F9B0131000A936EB1,177,-28.102,A
13/3/20, 17:19:55, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8371,30.7,57, 0201041AFF4C0002150005000100001000800000805F9B013100018371BA,186,-23.836,A
13/3/20, 17:19:56, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000B, 0xA06E,28.7,72, 0201041AFF4C0002150005000100001000800000805F9B0131000BA06EB2,178,-27.628,A
13/3/20, 17:19:56, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0008, 0x8A72,31.4,61, 0201041AFF4C0002150005000100001000800000805F9B013100088A72B1,177,-28.102,A
13/3/20, 17:19:56, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0004, 0x8C6F,29.3,62, 0201041AFF4C0002150005000100001000800000805F9B013100048C6FB1,177,-28.102,A
13/3/20, 17:19:56, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0002, 0x7B74,32.8,54, 0201041AFF4C0002150005000100001000800000805F9B013100027B74BE,190,-21.94,A
13/3/20, 17:19:57, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x8570,30,58, 0201041AFF4C0002150005000100001000800000805F9B013100038570B4,180,-26.68,A
13/3/20, 17:19:57, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0007, 0x8074,32.8,56, 0201041AFF4C0002150005000100001000800000805F9B013100078074B1,177,-28.102,A
13/3/20, 17:19:57, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8371,30.7,57, 0201041AFF4C0002150005000100001000800000805F9B013100018371B9,185,-24.31,A
